#separator:tab
#html:true
～か<ruby><rb>月</rb><rt>げつ</rt></ruby>	"～か<ruby><rb>月</rb><rt>げつ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

～かげつ<br>
<span style=""color:turquoise"">(<strong>ctr</strong>) period of months</span>

<hr>

2か<ruby><rb>月</rb><rt>げつ</rt></ruby><ruby><rb>前</rb><rt>まえ</rt></ruby>に<ruby><rb>日本</rb><rt>にほん</rt></ruby>に<ruby><rb>来</rb><rt>き</rt></ruby>ました。<br>
I came to Japan 2 months ago.


<br><br>

Note: also written as ～ヵ月、～ヶ月、～カ月、～ケ月
"
<ruby><rb>医者</rb><rt>いしゃ</rt></ruby>	"<ruby><rb>医者</rb><rt>いしゃ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

いしゃ<br>
<span style=""color:turquoise"">(<strong>n</strong>) doctor</span>

<hr>

<ruby><rb>僕</rb><rt>ぼく</rt></ruby>は<ruby><rb>医者</rb><rt>いしゃ</rt></ruby>になりたいので、<ruby><rb>大学</rb><rt>だいがく</rt></ruby>に<ruby><rb>行</rb><rt>い</rt></ruby>くつもりです。<br>
I intend to go to the university because I want to become a doctor.

"
<ruby><rb>十</rb><rt>じゅう</rt></ruby>	"<ruby><rb>十</rb><rt>じゅう</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

じゅう<br>
<span style=""color:turquoise"">(<strong>num</strong>) ten</span>

<hr>

<br>


"
<ruby><rb>十日</rb><rt>とおか</rt></ruby>	"<ruby><rb>十日</rb><rt>とおか</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

とおか<br>
<span style=""color:turquoise"">(<strong>n</strong>) the tenth day of the month</span>

<hr>

<br>


"
<ruby><rb>千</rb><rt>せん</rt></ruby>	"<ruby><rb>千</rb><rt>せん</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

せん<br>
<span style=""color:turquoise"">(<strong>num</strong>) 1000</span>

<hr>

<br>


"
<ruby><rb>午前</rb><rt>ごぜん</rt></ruby>	"<ruby><rb>午前</rb><rt>ごぜん</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ごぜん<br>
<span style=""color:turquoise"">(<strong>n-adv,n-t</strong>) morning; a.m.</span>

<hr>

<ruby><rb>毎日</rb><rt>まいにち</rt></ruby>の<ruby><rb>午前</rb><rt>ごぜん</rt></ruby>9<ruby><rb>時</rb><rt>じ</rt></ruby>に<ruby><rb>仕事</rb><rt>しごと</rt></ruby>のミーティングがあります。<br>
I have a work meeting everyday at 9 am.

"
<ruby><rb>午後</rb><rt>ごご</rt></ruby>	"<ruby><rb>午後</rb><rt>ごご</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ごご<br>
<span style=""color:turquoise"">(<strong>n-adv,n-t</strong>) afternoon; p.m.</span>

<hr>

<ruby><rb>午後</rb><rt>ごご</rt></ruby>、<ruby><rb>雨</rb><rt>あめ</rt></ruby>が<ruby><rb>降</rb><rt>ふ</rt></ruby>るから<ruby><rb>傘</rb><rt>かさ</rt></ruby>を<ruby><rb>持</rb><rt>も</rt></ruby>って<ruby><rb>出</rb><rt>で</rt></ruby>かけた<ruby><rb>方</rb><rt>ほう</rt></ruby>がいいよ。<br>
It will rain in the afternoon so you should take an umbrella with you.

"
<ruby><rb>半</rb><rt>はん</rt></ruby>	"<ruby><rb>半</rb><rt>はん</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

はん<br>
<span style=""color:turquoise"">(<strong>n,n-pref</strong>) half; semi-</span>

<hr>

<ruby><rb>牛肉</rb><rt>ぎゅうにく</rt></ruby>を<ruby><rb>半</rb><rt>はん</rt></ruby>キロください。<br>
Please give me half a kilo of beef.

"
<ruby><rb>半分</rb><rt>はんぶん</rt></ruby>	"<ruby><rb>半分</rb><rt>はんぶん</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

はんぶん<br>
<span style=""color:turquoise"">(<strong>n-adv,n</strong>) half</span>

<hr>

<ruby><rb>今日</rb><rt>きょう</rt></ruby>の<ruby><rb>授業</rb><rt>じゅぎょう</rt></ruby>が<ruby><rb>半分</rb><rt>はんぶん</rt></ruby><ruby><rb>終</rb><rt>お</rt></ruby>わりました。<br>
Today's class is half over.

"
<ruby><rb>南</rb><rt>みなみ</rt></ruby>	"<ruby><rb>南</rb><rt>みなみ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

みなみ<br>
<span style=""color:turquoise"">(<strong>n</strong>) south</span>

<hr>

<ruby><rb>南</rb><rt>みなみ</rt></ruby>ターミナルはどこですか？<br>
Where is the south terminal?

"
<ruby><rb>危</rb><rt>あぶ</rt></ruby>ない	"<ruby><rb>危</rb><rt>あぶ</rt></ruby>ない

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

あぶない<br>
<span style=""color:turquoise"">(<strong>adj-i</strong>) dangerous; risky; hazardous</span>

<hr>

あそこで<ruby><rb>遊</rb><rt>あそ</rt></ruby>ぶのが<ruby><rb>危</rb><rt>あぶ</rt></ruby>ないから<ruby><rb>気</rb><rt>き</rt></ruby>を<ruby><rb>付</rb><rt>つ</rt></ruby>けて。<br>
Playing over there is dangerous, so be careful.

"
<ruby><rb>卵</rb><rt>たまご</rt></ruby>	"<ruby><rb>卵</rb><rt>たまご</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

たまご<br>
<span style=""color:turquoise"">(<strong>n</strong>) eggs; egg</span>

<hr>

<ruby><rb>今日</rb><rt>きょう</rt></ruby>のケーキを<ruby><rb>作</rb><rt>つく</rt></ruby>るので、<ruby><rb>店</rb><rt>みせ</rt></ruby>で<ruby><rb>卵</rb><rt>たまご</rt></ruby>を<ruby><rb>買</rb><rt>か</rt></ruby>ってから<ruby><rb>帰</rb><rt>かえ</rt></ruby>ってね。<br>
I'm going to make cake today, so buy eggs and then come home.

"
<ruby><rb>厚</rb><rt>あつ</rt></ruby>い	"<ruby><rb>厚</rb><rt>あつ</rt></ruby>い

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

あつい<br>
<span style=""color:turquoise"">(<strong>adj-i</strong>) thick; deep</span>

<hr>

この<ruby><rb>豚肉</rb><rt>ぶたにく</rt></ruby>は4cmの<ruby><rb>厚</rb><rt>あつ</rt></ruby>さです。<br>
This pork is 4 cm thick.

"
<ruby><rb>去年</rb><rt>きょねん</rt></ruby>	"<ruby><rb>去年</rb><rt>きょねん</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

きょねん<br>
<span style=""color:turquoise"">(<strong>n-adv,n-t</strong>) last year</span>

<hr>

<ruby><rb>彼女</rb><rt>かのじょ</rt></ruby>は<ruby><rb>去年</rb><rt>きょねん</rt></ruby><ruby><rb>結婚</rb><rt>けっこん</rt></ruby>した。<br>
She got married last year.

"
<ruby><rb>友達</rb><rt>ともだち</rt></ruby>	"<ruby><rb>友達</rb><rt>ともだち</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ともだち<br>
<span style=""color:turquoise"">(<strong>n</strong>) friend; companion</span>

<hr>

<ruby><rb>今晩</rb><rt>こんばん</rt></ruby>、<ruby><rb>友達</rb><rt>ともだち</rt></ruby>と<ruby><rb>一緒</rb><rt>いっしょ</rt></ruby>にパーティに<ruby><rb>行</rb><rt>い</rt></ruby>く。<br>
I will go to a party tonight with my friends.

"
<ruby><rb>取</rb><rt>と</rt></ruby>る	"<ruby><rb>取</rb><rt>と</rt></ruby>る

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

とる<br>
<span style=""color:turquoise"">(<strong>v5r,vt</strong>) to take; to pick up | to steal</span>

<hr>

<ruby><rb>新聞</rb><rt>しんぶん</rt></ruby>を<ruby><rb>取</rb><rt>と</rt></ruby>って。<br>
Can you get that newspaper?

"
<ruby><rb>口</rb><rt>くち</rt></ruby>	"<ruby><rb>口</rb><rt>くち</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

くち<br>
<span style=""color:turquoise"">(<strong>n</strong>) mouth | opening; hole</span>

<hr>

<ruby><rb>子供</rb><rt>こども</rt></ruby>が<ruby><rb>口</rb><rt>くち</rt></ruby>を<ruby><rb>大</rb><rt>おお</rt></ruby>きく<ruby><rb>開</rb><rt>あ</rt></ruby>けて、<ruby><rb>食</rb><rt>た</rt></ruby>べ<ruby><rb>物</rb><rt>もの</rt></ruby>を<ruby><rb>入</rb><rt>い</rt></ruby>れました。<br>
The child opened his mouth wide and put food in.

"
<ruby><rb>古</rb><rt>ふる</rt></ruby>い	"<ruby><rb>古</rb><rt>ふる</rt></ruby>い

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ふるい<br>
<span style=""color:turquoise"">(<strong>adj-i</strong>) old (not person); aged; stale</span>

<hr>

<ruby><rb>図書館</rb><rt>としょかん</rt></ruby>に<ruby><rb>古</rb><rt>ふる</rt></ruby>い<ruby><rb>本</rb><rt>ほん</rt></ruby>がたくさんあります。<br>
There are many old books at the library.

"
<ruby><rb>可愛</rb><rt>かわい</rt></ruby>い	"<ruby><rb>可愛</rb><rt>かわい</rt></ruby>い

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

かわいい<br>
<span style=""color:turquoise"">(<strong>adj-i</strong>) cute; adorable; charming</span>

<hr>

<ruby><rb>可愛</rb><rt>かわい</rt></ruby>い<ruby><rb>赤</rb><rt>あか</rt></ruby>ちゃんですね！<br>
What a cute baby!

"
<ruby><rb>台所</rb><rt>だいどころ</rt></ruby>	"<ruby><rb>台所</rb><rt>だいどころ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

だいどころ<br>
<span style=""color:turquoise"">(<strong>n,adj-no</strong>) kitchen</span>

<hr>

<ruby><rb>今日</rb><rt>きょう</rt></ruby><ruby><rb>料理</rb><rt>りょうり</rt></ruby>していないので、<ruby><rb>台所</rb><rt>だいどころ</rt></ruby>はまだ<ruby><rb>綺麗</rb><rt>きれい</rt></ruby>です。<br>
I haven't cooked today so the kitchen is still clean.

"
<ruby><rb>右</rb><rt>みぎ</rt></ruby>	"<ruby><rb>右</rb><rt>みぎ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

みぎ<br>
<span style=""color:turquoise"">(<strong>n</strong>) right; right hand side</span>

<hr>

あの<ruby><rb>角</rb><rt>かど</rt></ruby>で<ruby><rb>右</rb><rt>みぎ</rt></ruby>に<ruby><rb>曲</rb><rt>ま</rt></ruby>がって。<br>
Turn right at that corner.

"
<ruby><rb>同</rb><rt>おな</rt></ruby>じ	"<ruby><rb>同</rb><rt>おな</rt></ruby>じ

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

おなじ<br>
<span style=""color:turquoise"">(<strong>adj-f,n</strong>) same; identical; equivalent</span>

<hr>

<ruby><rb>大</rb><rt>おお</rt></ruby>きさが<ruby><rb>同</rb><rt>おな</rt></ruby>じですが、<ruby><rb>色</rb><rt>いろ</rt></ruby>は<ruby><rb>違</rb><rt>ちが</rt></ruby>います。<br>
The size is the same, but the color is different.

"
<ruby><rb>名前</rb><rt>なまえ</rt></ruby>	"<ruby><rb>名前</rb><rt>なまえ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

なまえ<br>
<span style=""color:turquoise"">(<strong>n</strong>) name | given name; first name</span>

<hr>

お<ruby><rb>名前</rb><rt>なまえ</rt></ruby>は<ruby><rb>何</rb><rt>なに</rt></ruby>ですか<br>
What is your name?

"
<ruby><rb>向</rb><rt>む</rt></ruby>こう	"<ruby><rb>向</rb><rt>む</rt></ruby>こう

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

むこう<br>
<span style=""color:turquoise"">(<strong>n</strong>) opposite side; other side; opposite direction</span>

<hr>

<ruby><rb>道</rb><rt>みち</rt></ruby>の<ruby><rb>向</rb><rt>む</rt></ruby>こうにある<ruby><rb>店</rb><rt>みせ</rt></ruby>の<ruby><rb>方</rb><rt>ほう</rt></ruby>が<ruby><rb>安</rb><rt>やす</rt></ruby>いです。<br>
The store on the other side of the street is cheaper.

"
<ruby><rb>吸</rb><rt>す</rt></ruby>う	"<ruby><rb>吸</rb><rt>す</rt></ruby>う

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

すう<br>
<span style=""color:turquoise"">(<strong>v5u,vt</strong>) to smoke; to breathe in | to suck</span>

<hr>

タバコを<ruby><rb>吸</rb><rt>す</rt></ruby>う<br>
To smoke cigarettes

"
<ruby><rb>吹</rb><rt>ふ</rt></ruby>く	"<ruby><rb>吹</rb><rt>ふ</rt></ruby>く

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ふく<br>
<span style=""color:turquoise"">(<strong>v5k,vt,vi</strong>) to blow (e.g. wind) | to play a wind instrument</span>

<hr>

<ruby><rb>風</rb><rt>かぜ</rt></ruby>が<ruby><rb>吹</rb><rt>ふ</rt></ruby>いている。<br>
The wind is blowing.

"
<ruby><rb>呼</rb><rt>よ</rt></ruby>ぶ	"<ruby><rb>呼</rb><rt>よ</rt></ruby>ぶ

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

よぶ<br>
<span style=""color:turquoise"">(<strong>v5b,vt</strong>) to call out (to); to call</span>

<hr>

タクシーを<ruby><rb>呼</rb><rt>よ</rt></ruby>びましょうか？<br>
Would you like me to call a taxi?

"
<ruby><rb>咲</rb><rt>さ</rt></ruby>く	"<ruby><rb>咲</rb><rt>さ</rt></ruby>く

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

さく<br>
<span style=""color:turquoise"">(<strong>v5k,vi</strong>) to bloom</span>

<hr>

<ruby><rb>桜</rb><rt>さくら</rt></ruby>が<ruby><rb>咲</rb><rt>さ</rt></ruby>いてから<ruby><rb>花見</rb><rt>はなみ</rt></ruby>をしましょう。<br>
Let's see the flowers after the cherry blossoms bloom.

"
<ruby><rb>問題</rb><rt>もんだい</rt></ruby>	"<ruby><rb>問題</rb><rt>もんだい</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

もんだい<br>
<span style=""color:turquoise"">(<strong>n</strong>) question (e.g. on a test); problem</span>

<hr>

<ruby><rb>試験</rb><rt>しけん</rt></ruby>の<ruby><rb>問題</rb><rt>もんだい</rt></ruby>が<ruby><rb>多</rb><rt>おお</rt></ruby>すぎたから<ruby><rb>全部</rb><rt>ぜんぶ</rt></ruby><ruby><rb>出来</rb><rt>でき</rt></ruby>ませんでした。<br>
There were too many test problems so I couldn't do them all.

"
<ruby><rb>喫茶店</rb><rt>きっさてん</rt></ruby>	"<ruby><rb>喫茶店</rb><rt>きっさてん</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

きっさてん<br>
<span style=""color:turquoise"">(<strong>n</strong>) coffee shop; cafe</span>

<hr>

<ruby><rb>毎日</rb><rt>まいにち</rt></ruby><ruby><rb>日本語</rb><rt>にほんご</rt></ruby>を<ruby><rb>喫茶店</rb><rt>きっさてん</rt></ruby>で<ruby><rb>二</rb><rt>に</rt></ruby><ruby><rb>時間</rb><rt>じかん</rt></ruby><ruby><rb>勉強</rb><rt>べんきょう</rt></ruby>しています。<br>
I am studying Japanese at a coffee shop for 2 hours everyday.

"
<ruby><rb>四</rb><rt>よん、し</rt></ruby>	"<ruby><rb>四</rb><rt>よん、し</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

よん、し<br>
<span style=""color:turquoise"">(<strong>num</strong>) four</span>

<hr>

<br>


"
<ruby><rb>四つ</rb><rt>よっつ</rt></ruby>	"<ruby><rb>四つ</rb><rt>よっつ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

よっつ<br>
<span style=""color:turquoise"">(<strong>ctr</strong>) four (general counter)</span>

<hr>

<br>


"
<ruby><rb>四日</rb><rt>よっか</rt></ruby>	"<ruby><rb>四日</rb><rt>よっか</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

よっか<br>
<span style=""color:turquoise"">(<strong>n</strong>) fourth day of the month</span>

<hr>

<br>


"
<ruby><rb>困</rb><rt>こま</rt></ruby>る	"<ruby><rb>困</rb><rt>こま</rt></ruby>る

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

こまる<br>
<span style=""color:turquoise"">(<strong>v5r,vi</strong>) to be troubled; to be bothered</span>

<hr>

<ruby><rb>仕事</rb><rt>しごと</rt></ruby>がないからお<ruby><rb>金</rb><rt>かね</rt></ruby>に<ruby><rb>困</rb><rt>こま</rt></ruby>っている。<br>
I'm not working so I am strapped for money.

"
<ruby><rb>図書館</rb><rt>としょかん</rt></ruby>	"<ruby><rb>図書館</rb><rt>としょかん</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

としょかん<br>
<span style=""color:turquoise"">(<strong>n</strong>) library</span>

<hr>

<ruby><rb>図書館</rb><rt>としょかん</rt></ruby>に<ruby><rb>古</rb><rt>ふる</rt></ruby>い<ruby><rb>本</rb><rt>ほん</rt></ruby>がたくさんあります。<br>
There are many old books at the library.

"
<ruby><rb>国</rb><rt>くに</rt></ruby>	"<ruby><rb>国</rb><rt>くに</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

くに<br>
<span style=""color:turquoise"">(<strong>n</strong>) country; state</span>

<hr>

<ruby><rb>他</rb><rt>た</rt></ruby>の<ruby><rb>国</rb><rt>くに</rt></ruby>に<ruby><rb>行</rb><rt>い</rt></ruby>きますか？<br>
Will you go to any other countries?

"
<ruby><rb>土曜日</rb><rt>どようび</rt></ruby>	"<ruby><rb>土曜日</rb><rt>どようび</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

どようび<br>
<span style=""color:turquoise"">(<strong>n-adv,n-t</strong>) Saturday</span>

<hr>

いつも<ruby><rb>土曜日</rb><rt>どようび</rt></ruby>に<ruby><rb>遅</rb><rt>おそ</rt></ruby>くまで<ruby><rb>寝</rb><rt>ね</rt></ruby>ます。<br>
I always sleep late on Saturday.

"
<ruby><rb>地下鉄</rb><rt>ちかてつ</rt></ruby>	"<ruby><rb>地下鉄</rb><rt>ちかてつ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ちかてつ<br>
<span style=""color:turquoise"">(<strong>n</strong>) subway</span>

<hr>

<ruby><rb>地下鉄</rb><rt>ちかてつ</rt></ruby>の<ruby><rb>地図</rb><rt>ちず</rt></ruby>がありますか？<br>
Do you have a subway map?

"
<ruby><rb>地図</rb><rt>ちず</rt></ruby>	"<ruby><rb>地図</rb><rt>ちず</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ちず<br>
<span style=""color:turquoise"">(<strong>n</strong>) map</span>

<hr>

<ruby><rb>地下鉄</rb><rt>ちかてつ</rt></ruby>の<ruby><rb>地図</rb><rt>ちず</rt></ruby>がありますか？<br>
Do you have a subway map?

"
<ruby><rb>塩</rb><rt>しお</rt></ruby>	"<ruby><rb>塩</rb><rt>しお</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

しお<br>
<span style=""color:turquoise"">(<strong>n</strong>) salt</span>

<hr>

<ruby><rb>料理</rb><rt>りょうり</rt></ruby>で<ruby><rb>塩</rb><rt>しお</rt></ruby>をあまり<ruby><rb>使</rb><rt>つか</rt></ruby>わない<ruby><rb>方</rb><rt>ほう</rt></ruby>が<ruby><rb>良</rb><rt>よ</rt></ruby>いですよ。<br>
It is better not to use too much salt in your cooking.

"
<ruby><rb>声</rb><rt>こえ</rt></ruby>	"<ruby><rb>声</rb><rt>こえ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

こえ<br>
<span style=""color:turquoise"">(<strong>n</strong>) voice</span>

<hr>

トムの<ruby><rb>声</rb><rt>こえ</rt></ruby>が<ruby><rb>大</rb><rt>おお</rt></ruby>きいから<ruby><rb>聞</rb><rt>き</rt></ruby>きやすいです。<br>
Tom's voice is loud so he is easily heard.

"
<ruby><rb>売</rb><rt>う</rt></ruby>る	"<ruby><rb>売</rb><rt>う</rt></ruby>る

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

うる<br>
<span style=""color:turquoise"">(<strong>v5r,vt</strong>) to sell</span>

<hr>

<ruby><rb>電池</rb><rt>でんち</rt></ruby>も<ruby><rb>売</rb><rt>う</rt></ruby>っていますか。<br>
Do you also sell batteries?

"
<ruby><rb>夏</rb><rt>なつ</rt></ruby>	"<ruby><rb>夏</rb><rt>なつ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

なつ<br>
<span style=""color:turquoise"">(<strong>n-adv,n-t</strong>) summer</span>

<hr>

<ruby><rb>夏</rb><rt>なつ</rt></ruby>にビーチに<ruby><rb>来</rb><rt>く</rt></ruby>る<ruby><rb>人</rb><rt>ひと</rt></ruby>が<ruby><rb>多</rb><rt>おお</rt></ruby>くなる。<br>
During summer the number of people that come to the beach becomes big.

"
